VMV_Code,National_Variable_Code,Variable_Common_Name,Variable_Common_Name_fr,variable_type,Variable_type_fr,measurement_unit,description,Description_fr,National_Method_Code,Method_Title,Method_Title_fr
106811,172,PHORATE,PHORATE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106812,174,DISULFOTON,DISULFOTON,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106813,177,ALDRIN,ALDRINE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106814,181,ALPHA-BENZENEHEXACHLORIDE,ALPHA-HEXACHLORURE DE BENZNE,HALOGENATED MONOAROMATIC,HALOGNS MONOAROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106815,182,BETA-BENZENEHEXACHLORIDE OR GAMMA-HEXACHLOROCYCLOHEXANE,BTA-HEXACHLORURE DE BENZNE OU GAMMA-HEXACHLOROCYCLOHEXANE,ORGANOCHLORINE,ORGANOCHLORS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106816,186,LINURON,LINURON,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106817,187,BETA-ENDOSULFAN,BTA-ENDOSULFAN,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106818,189,DIAZINON,DIAZINON,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106819,192,"O,P'-DDE (2,4'-DDE)","O,P'-DDE (2,4'-DDE)",PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106820,200,"P,P'-DDT (4,4'-DDT)","P,P'-DDT (4,4'-DDT)",INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106821,206,ALPHA-CHLORDANE,ALPHA-CHLORDANE,PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106822,207,GAMMA-CHLORDANE,GAMMA-CHLORDANE,PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106823,208,METOLACHLOR,MTOLACHLORE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106824,209,HEXAZINONE,HEXAZINONE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106825,211,"O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDD (MITOTANE) (2,4'-DDD)",ORGANOCHLORINE,ORGANOCHLORS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106826,218,PARATHION ETHYL OR PARATHION,THYLE PARATHION OU PARATHION,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106827,221,ETHION,THION,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106828,227,GAMMA-BENZENEHEXACHLORIDE (LINDANE),GAMMA-HEXACHLORURE DE BENZNE (LINDANE),ORGANOCHLORINE,ORGANOCHLORS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106829,234,DIMETHOATE OR PHOSPHAMIDE,DIMTHOATE OU PHOSPHAMIDE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106830,235,DIELDRIN,DIELDRINE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106831,241,DICHLORVOS (DDVP),DICHLORVOS (DDVP),INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106832,258,ENDRIN,ENDRINE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106833,259,"P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MTHOXYCHLORE (MTHOXYCHLORE)",INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106834,260,"P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHNYL DICHLOROTHANE (P,P'-DDD) OU 1,2-DIPHNYL TTRACHLOROTHANE (4,4'-DDD)",PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106835,261,"P,P'-DDE (4,4'-DDE)","P,P'-DDE (4,4'-DDE)",INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106837,265,PHOSMET TOTAL,PHOSMET TOTAL,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106838,269,ENDRIN ALDEHYDE,ENDRINE ALDHYDE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106839,281,HEPTACHLOR,HEPTACHLOR,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106840,287,"O,P'-DDT (2,4'-DDT)","O,P'-DDT (2,4'-DDT)",INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106841,302,AZINPHOS-METHYL,AZINPHOS-MTHYL,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106842,326,FONOFOS,FONOFOS,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106843,335,ALPHA-ENDOSULFAN,ALPHA-ENDOSULFAN,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106844,643,ENDRIN KETONE,ENDRINE CTONE,SURROGATE,SURROGATE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106845,1019,DESETHYL ATRAZINE,DSTHYL ATRAZINE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106846,1023,TERBUFOS,TERBUFOS,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106847,1047,OXYCHLORDANE,OXYCHLORDANE,PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106848,2679,D-HEXACHLOROHEXANE (D-HCH),D-HEXACHLOROHEXANE (D-HCH),PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106849,2721,ETHALFLURALIN,THALFLURALINE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106850,2852,TRANS-NONACHLOR,TRANS-NONACHLOR,PESTICIDES,PESTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106851,2856,CIS-NONACHLOR,CIS-NONACHLOR,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106852,3042,BUTYLATE,BUTILATE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106853,4105,AMETRYN,AMTRYNE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106854,4106,BUTRALIN,BUTRALINE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106855,4107,CHLORPYRIPHOS-METHYL,CHLORPYRIPHOS-MTHYLE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106856,4108,CHLORPYRIPHOS-OXON,CHLORPYRIPHOS-OXON,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106857,4109,DIAZINON-OXON,DIAZINON-OXON,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106858,4110,DIMETHENAMID,DIMTHNAMIDE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106859,4111,DISULFOTON SULFONE,DISULFOTON SULFONE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106860,4112,FLUFENACET,FLUFENACET,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106861,4113,FLUTRIAFOL,FLUTRIAFOL,FUNGICIDES,FONGICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106862,4114,PENDIMETHALIN,PENDIMTHALINE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106863,4115,PIRIMIPHOS-METHYL,PYRIMIPHOS-MTHYLE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106864,4116,TEBUCONAZOL,TBUCONAZOLE,FUNGICIDES,FONGICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106865,4117,TECNAZENE,TECNAZNE,FUNGICIDES,FONGICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3405,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 1 L WHOLE WATER SAMPLE.,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 1 L D'EAU NON TRAITE PAR HRGC/HRMS.
106870,3,CYPERMETHRIN,CYPERMTHRINE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106871,4,PERMETHRIN,PERMTHRINE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106872,5,CHLOROTHALONIL,CHLOROTHALONIL,ORGANOCHLORINE,ORGANOCHLORS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106873,60,HEPTACHLOR EPOXIDE,POXYDE D'HEPTACHLORE,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106874,84,ENDOSULFAN SULPHATE TOTAL,SULFATE D'ENDOSULFAN TOTAL,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106875,91,HEXACHLOROBENZENE,HEXACHLOROBENZNE,ORGANOCHLORINE,ORGANOCHLORS,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106876,98,MALATHION,MALATHION,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106877,99,FENITROTHION,FNITROTHION,INSECTICIDES,INSECTICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106878,100,SIMAZINE,SIMAZINE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106879,112,CAPTAN,CAPTAN,FUNGICIDES,FONGICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
106880,122,TRIFLURALIN,TRIFLURALINE,HERBICIDES,HERBICIDES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,3406,MULTIRESIDUE PESTICIDES ARE ANALYZED BY HRGC/HRMS USING A 20 L FILTERED WATER SAMPLE (LARGE VOLUME-XAD).,ANALYSE DE PESTICIDES MULTI-RSIDUS DANS 20 L D'EAU FILTRE PAR HRGC/HRMS (GRAND VOLUME-XAD).
